job_id,instance_number,instance_path,status,hit_goal,steps,elapsed_seconds,evaluation_signature,source_evaluation_log,source_completion_ledger
20755804,19,../problems/numeric/counters/vanilla/fz_instance_20.pddl,success,True,190,739.5925930296071,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,20,../problems/numeric/counters/vanilla/fz_instance_21.pddl,success,True,214,1003.9227625839412,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,21,../problems/numeric/counters/vanilla/fz_instance_22.pddl,success,True,231,1033.1536512039602,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,22,../problems/numeric/counters/vanilla/fz_instance_23.pddl,success,True,255,1565.2410895200446,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755805,2,../problems/numeric/counters/vanilla/fz_instance_3.pddl,success,True,3,9.528024852275848,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
20755805,1,../problems/numeric/counters/vanilla/fz_instance_2.pddl,success,True,1,9.802105106413364,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
20755805,3,../problems/numeric/counters/vanilla/fz_instance_4.pddl,success,True,6,13.808854695409536,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
20755805,4,../problems/numeric/counters/vanilla/fz_instance_5.pddl,success,True,10,19.320860512554646,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
20755805,5,../problems/numeric/counters/vanilla/fz_instance_6.pddl,success,True,15,27.336630564182997,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
20755805,6,../problems/numeric/counters/vanilla/fz_instance_7.pddl,success,True,21,37.6104581002146,db6e0c60b17f916372db5b01e2b31491be664c621e77b5bbfdca6556c38b03be,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-unaware_20755805.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755805.jsonl
