job_id,job_name,domain,value_head,seed,tag,source_training_job_id,snapshot_epoch,analysis_roles,slurm_state,exit_code,elapsed,successes,total,val_valid,val_invalid,classified_instances,successful_instance_runtime_seconds,source_evaluation_log,source_training_log
20944966,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20430411_e0001,rover,off,1472491096,SR10M,20430411,1,main_val_stage2_selected_mcts,FAILED,1:0,00:01:30,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944966_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20430411_e0001.txt,
20943991,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430414_e0003,rover,off,1510771779,SR10M,20430414,3,main_val_stage2_selected_mcts,FAILED,1:0,00:01:37,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943991_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430414_e0003.txt,
20944967,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430414_e0003,rover,off,1510771779,SR10M,20430414,3,main_val_stage2_selected_mcts,FAILED,1:0,00:02:34,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944967_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430414_e0003.txt,
20943992,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20430407_e0004,rover,off,1963100312,SR10M,20430407,4,main_val_stage2_selected_mcts,FAILED,1:0,00:01:37,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943992_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20430407_e0004.txt,
20944968,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20430407_e0004,rover,off,1963100312,SR10M,20430407,4,main_val_stage2_selected_mcts,FAILED,1:0,00:02:48,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944968_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20430407_e0004.txt,
20943993,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20430408_e0000,rover,off,2011206605,SR10M,20430408,0,main_val_stage2_selected_mcts,FAILED,1:0,00:01:53,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943993_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20430408_e0000.txt,
20944969,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20430408_e0000,rover,off,2011206605,SR10M,20430408,0,main_val_stage2_selected_mcts,FAILED,1:0,00:02:02,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944969_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20430408_e0000.txt,
20943994,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430413_e0000,rover,off,2082152039,SR10M,20430413,0,main_val_stage2_selected_mcts,RUNNING,0:0,00:44:57,4,4,,,4,81.71;82.58;84.91;110.00,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943994_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430413_e0000.txt,
20943995,Ev_rover_rover_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20430402_e0025,rover,on,534933607,SR10M,20430402,25,main_val_stage2_selected_mcts,RUNNING,0:0,00:44:10,4,5,,,5,83.27;86.14;95.74;188.82,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943995_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20430402_e0025.txt,
20943996,Ev_rover_rover_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20430405_e0002,rover,on,923500475,SR10M,20430405,2,main_val_stage2_selected_mcts,FAILED,1:0,00:01:39,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943996_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20430405_e0002.txt,
