manifest_id,task_type,domain,value_head,seed,stage,status,teacher,source_checkpoint_ref,source_training_job_id,snapshot_epoch,analysis_roles,training_state,training_log,excluded_nodes,notes
preserve3-term-tpp-on-2011206605-a10-policy-e0005-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_5_1.0000",20755762,5,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943944; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0045-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_45_1.0000",20755762,45,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943952; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0050-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_50_1.0000",20755762,50,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943953; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0055-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_55_1.0000",20755762,55,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943954; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0060-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_60_0.7500",20755762,60,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943955; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0065-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_65_1.0000",20755762,65,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943956; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0070-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_70_1.0000",20755762,70,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943957; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2011206605-a10-policy-e0075-node-retry1,policy_eval,tpp,on,2011206605,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_75_1.0000",20755762,75,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755762_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2011206605_K0_P3TERMS2A10_src20523008.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943958; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0000-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_0_1.0000",20755763,0,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943964; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0055-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_55_1.0000",20755763,55,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943975; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0060-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_60_1.0000",20755763,60,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943976; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0065-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_65_1.0000",20755763,65,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943977; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0070-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_70_1.0000",20755763,70,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943978; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0075-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_75_1.0000",20755763,75,preserve3_terminal_tpp_on_learning_curve;preserve3_terminal_tpp_on_validation_selected_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943979; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0080-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_80_0.5000",20755763,80,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943980; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-2082152039-a10-policy-e0085-node-retry1,policy_eval,tpp,on,2082152039,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_85_1.0000",20755763,85,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755763_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s2082152039_K0_P3TERMS2A10_src20523023.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943981; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
